,in_deg,out_deg,in_wdeg,out_wdeg,deg,deg_ratio,is_sink,is_source,nbr_deg_mean,nbr_deg_max,dag_layer_norm,pagerank_dep,pagerank_use,hits_hub,hits_auth,coreness,betweenness_approx,harmonic_in,is_articulation,reach_dependencies,reach_dependents,community_size,within_comm_z,participation,n_neighbor_comms,neighbor_comm_entropy,cross_comm_frac,type_in_deg,type_in_wdeg,type_out_deg,type_out_wdeg,type_in_depth_min,type_in_depth_mean,body_in_deg,body_in_wdeg,body_out_deg,body_out_wdeg,body_in_depth_min,body_in_depth_mean,stmt_body_in_ratio,relation_entropy_in,mult_per_unique_in
Nat.mod_add_div,2,0,2.0,0.0,2,3.0,1,0,41.0,41.0,0.05,0.00018913120682695383,0.00013336990030734743,-0.0,1.931151920567256e-07,2,0.0,2.0,0,0,2,719,-0.5739242885050523,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,14.0,14.0,0.3333333333333333,2.172326580816448e-08,1.0
Nat.mod_eq_of_lt,1,0,2.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.0001887893189163376,0.00013336990030734743,-0.0,1.3376853656555766e-05,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,2.0,0.0,0.0,21.0,21.0,0.3333333333333333,2.172326580816448e-08,2.0
Nat.mod_lt,1,0,1.0,0.0,1,2.0,1,0,50.0,50.0,0.1,0.00018883134395933092,0.00013336990030734743,-0.0,4.603259039220364e-07,1,0.0,1.5,0,0,2,719,-0.612949403261543,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,15.0,15.0,0.5,2.172326580816448e-08,1.0
Nat.mod_mod,1,0,1.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.00018878651180103287,0.00013336990030734743,-0.0,6.688426828277883e-06,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,29.0,29.0,0.5,2.172326580816448e-08,1.0
Nat.mod_self,1,0,10.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.00018881177583877532,0.00013336990030734743,-0.0,6.688426828277881e-05,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,10.0,0.0,0.0,23.0,23.0,0.09090909090909091,2.172326580816448e-08,10.0
Nat.mod_zero,1,0,2.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.0001887893189163376,0.00013336990030734743,-0.0,1.3376853656555766e-05,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,2.0,0.0,0.0,23.0,23.0,0.3333333333333333,2.172326580816448e-08,2.0
Nat.mul_add_one,1,0,1.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.00018878651180103287,0.00013336990030734743,-0.0,6.688426828277883e-06,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,22.0,22.0,0.5,2.172326580816448e-08,1.0
Nat.mul_dvd_mul,1,0,1.0,0.0,1,2.0,1,0,27.0,27.0,0.05,0.00018976704786890144,0.00013336990030734743,-0.0,1.6873430486392556e-08,1,0.0,1.0,0,0,1,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,16.0,16.0,0.5,2.172326580816448e-08,1.0
Nat.mul_eq_zero,1,0,1.0,0.0,1,2.0,1,0,17.0,17.0,0.05,0.00018963628414773477,0.00013336990030734743,-0.0,2.0415388681437413e-08,1,0.0,1.0,0,0,1,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,9.0,9.0,0.5,2.172326580816448e-08,1.0
Nat.mul_mod,1,0,1.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.00018878651180103287,0.00013336990030734743,-0.0,6.688426828277883e-06,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,25.0,25.0,0.5,2.172326580816448e-08,1.0
Nat.ne_of_beq_eq_false,2,0,6.0,0.0,2,3.0,1,0,21.5,22.0,0.15,0.0001974914776637712,0.00013336990030734743,-0.0,1.7661681523492746e-08,2,0.0,4.0,0,0,7,170,-0.3489524422580282,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,6.0,0.0,0.0,11.0,15.0,0.14285714285714285,2.172326580816448e-08,3.0
Nat.ne_of_gt,1,0,1.0,0.0,1,2.0,1,0,38.0,38.0,0.15,0.00018918568317212724,0.00013336990030734743,-0.0,4.5757171100154184e-08,1,0.0,2.333333333333333,0,0,4,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,10.0,10.0,0.5,2.172326580816448e-08,1.0
Nat.not_coprime_zero_zero,0,18,0.0,71.0,18,0.05263157894736842,0,1,213.61111111111111,1230.0,0.0,0.00018878370468572813,0.00042549477738827615,0.00012869866167076482,-0.0,13,0.0,0.0,1,18,0,1649,-0.133511138639867,0.611111111111111,4,1.1199903556503674,0.4444444444444444,0.0,0.0,5.0,8.0,-1.0,-1.0,0.0,0.0,18.0,63.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Nat.ofNat_nonneg,1,0,1.0,0.0,1,2.0,1,0,22.0,22.0,0.1,0.00019279813456222157,0.00013336990030734743,-0.0,8.26721303341743e-10,1,0.0,1.5,0,0,2,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,13.0,13.0,0.5,2.172326580816448e-08,1.0
Nat.one_le_iff_ne_zero,5,0,8.0,0.0,5,6.0,1,0,37.8,65.0,0.05,0.00019039614799806697,0.00013336990030734743,-0.0,2.475143839303664e-06,5,0.0,5.0,0,0,5,719,-0.49587405899207093,0.31999999999999984,2,0.5004024235381879,0.2,0.0,0.0,0.0,0.0,-1.0,-1.0,5.0,8.0,0.0,0.0,14.0,18.6,0.1111111111111111,2.172326580816448e-08,1.6
Nat.one_le_of_lt,1,0,1.0,0.0,1,2.0,1,0,57.0,57.0,0.15,0.0001891679352722613,0.00013336990030734743,-0.0,4.2531135480964073e-08,1,0.0,2.333333333333333,0,0,4,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,8.0,8.0,0.5,2.172326580816448e-08,1.0
Nat.one_le_pow,1,0,3.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.00018879212603164228,0.00013336990030734743,-0.0,2.0065280484833644e-05,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,3.0,0.0,0.0,24.0,24.0,0.25,2.172326580816448e-08,3.0
Nat.one_lt_cast._simp_1,2,0,2.0,0.0,2,3.0,1,0,47.0,52.0,0.05,0.0001898010448741142,0.00013336990030734743,-0.0,6.734263871777956e-08,2,0.0,2.0,0,0,2,922,-0.508694764776473,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,16.0,16.5,0.3333333333333333,2.172326580816448e-08,1.0
Nat.pos_of_ne_zero,1,0,1.0,0.0,1,2.0,1,0,57.0,57.0,0.15,0.0001891679352722613,0.00013336990030734743,-0.0,4.2531135480964073e-08,1,0.0,2.333333333333333,0,0,4,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,8.0,8.0,0.5,2.172326580816448e-08,1.0
Nat.pow_lt_pow_iff_right,1,0,1.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.00018878651180103287,0.00013336990030734743,-0.0,6.688426828277883e-06,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,29.0,29.0,0.5,2.172326580816448e-08,1.0
Nat.pow_sub_one_gcd_pow_sub_one,0,15,0.0,81.0,15,0.0625,0,1,185.06666666666666,1230.0,0.0,0.00018878370468572813,0.007195833849757597,0.0002709709951929979,-0.0,13,0.0,0.0,0,166,0,719,-0.10562291142716396,0.12444444444444436,2,0.24493002679463532,0.06666666666666667,0.0,0.0,13.0,73.0,-1.0,-1.0,0.0,0.0,3.0,8.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Nat.pow_sub_one_gcd_pow_sub_one._unary,1,49,1.0,3400.0,50,0.04,0,0,147.6,1230.0,0.05,0.0001907625310913732,0.00816819723730021,0.01079807255715492,1.1551595679565977e-08,25,0.0,1.0,1,165,1,719,0.2456031213812523,0.6664,4,1.2136664102117092,0.54,0.0,0.0,14.0,75.0,-1.0,-1.0,1.0,1.0,49.0,3325.0,5.0,5.0,0.5,2.172326580816448e-08,1.0
Nat.pow_sub_one_mod_pow_sub_one,1,157,1.0,57114.0,158,0.012658227848101266,0,0,78.50632911392405,1230.0,0.1,0.00018883134395933092,0.008498308870482741,0.15689344781517758,4.603259039220364e-07,25,0.0,1.5,1,157,2,142,9.820628289601858,0.7134273353629226,5,1.3565625900563445,0.6012658227848101,0.0,0.0,15.0,85.0,-1.0,-1.0,1.0,1.0,157.0,57029.0,20.0,20.0,0.5,2.172326580816448e-08,1.0
Nat.pow_succ,1,0,1.0,0.0,1,2.0,1,0,38.0,38.0,0.15,0.00018918568317212724,0.00013336990030734743,-0.0,4.5757171100154184e-08,1,0.0,2.333333333333333,0,0,4,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,18.0,18.0,0.5,2.172326580816448e-08,1.0
Nat.pow_succ',2,0,2.0,0.0,2,3.0,1,0,36.0,37.0,0.1,0.00018916762108153596,0.00013336990030734743,-0.0,1.8365427955285697e-07,2,0.0,3.0,0,0,4,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,20.0,20.0,0.3333333333333333,2.172326580816448e-08,1.0
Nat.prod_factorization_pow_eq_self,1,0,1.0,0.0,1,2.0,1,0,94.0,94.0,0.05,0.00018885116467682968,0.00013336990030734743,-0.0,2.852723911088673e-07,1,0.0,1.0,0,0,1,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,12.0,12.0,0.5,2.172326580816448e-08,1.0
Nat.rawCast,6,0,1897.0,0.0,6,7.0,1,0,149.66666666666666,220.0,0.1,0.0002109613692359645,0.00013336990030734743,-0.0,0.004476540262828868,6,0.0,8.0,0,0,10,922,-0.32272467234034763,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,6.0,1897.0,0.0,0.0,20.0,24.333333333333332,0.0005268703898840885,2.172326580816448e-08,316.1666666666667
Nat.recAux,1,0,1.0,0.0,1,2.0,1,0,109.0,109.0,0.15,0.000188829425092837,0.00013336990030734743,-0.0,4.4431715028557963e-07,1,0.0,3.5,0,0,7,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,6.0,6.0,0.5,2.172326580816448e-08,1.0
Nat.shiftRight,2,0,6.0,0.0,2,3.0,1,0,21.5,22.0,0.15,0.0001974914776637712,0.00013336990030734743,-0.0,1.7661681523492746e-08,2,0.0,4.0,0,0,7,170,-0.3489524422580282,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,6.0,0.0,0.0,14.0,18.0,0.14285714285714285,2.172326580816448e-08,3.0
Nat.sub_add_cancel,11,0,12.0,0.0,11,12.0,1,0,41.63636363636363,158.0,0.15,0.00019231062300297563,0.00013336990030734743,-0.0,1.3815761930487396e-05,11,0.0,12.833333333333334,0,0,15,719,-0.2617233704531267,0.16528925619834722,2,0.30463609734923813,0.09090909090909091,0.0,0.0,0.0,0.0,-1.0,-1.0,11.0,12.0,0.0,0.0,13.0,14.727272727272727,0.07692307692307693,2.172326580816448e-08,1.0909090909090908
Nat.sub_eq_zero_of_le,1,0,12.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.00018881739006938476,0.00013336990030734743,-0.0,8.026112193933458e-05,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,12.0,0.0,0.0,28.0,28.0,0.07692307692307693,2.172326580816448e-08,12.0
Nat.sub_lt_sub_iff_right,1,0,1.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.00018878651180103287,0.00013336990030734743,-0.0,6.688426828277883e-06,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,28.0,28.0,0.5,2.172326580816448e-08,1.0
Nat.sub_self,2,0,17.0,0.0,2,3.0,1,0,104.0,158.0,0.15,0.0001888762578042064,0.00013336990030734743,-0.0,0.00010747515515636815,2,0.0,2.5,0,0,3,142,-0.2822942929705605,0.5,2,0.6931471805599453,0.5,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,17.0,0.0,0.0,21.0,24.5,0.05555555555555555,2.172326580816448e-08,8.5
Nat.succ,32,0,327.0,0.0,32,33.0,1,0,40.28125,158.0,0.35,0.0002859732892974659,0.00013336990030734743,-0.0,0.00040691561684788694,21,0.0,66.58333333333336,0,0,120,719,0.2456031213812523,0.43359375,4,0.7864315899948005,0.28125,9.0,9.0,0.0,0.0,4.0,8.666666666666666,32.0,318.0,0.0,0.0,6.0,12.09375,0.03134796238244514,0.1260232873494791,7.975609756097561
Nat.unique_units,2,0,2.0,0.0,2,3.0,1,0,22.0,27.0,0.05,0.00019235228881821193,0.00013336990030734743,-0.0,2.2595743034521046e-08,2,0.0,2.0,0,0,2,142,-0.11934392873552152,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,10.0,10.5,0.3333333333333333,2.172326580816448e-08,1.0
Nat.zero_div,1,0,3.0,0.0,1,2.0,1,0,51.0,51.0,0.05,0.00018902473466897213,0.00013336990030734743,-0.0,6.737853093767464e-07,1,0.0,1.0,0,0,1,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,3.0,0.0,0.0,22.0,22.0,0.25,2.172326580816448e-08,3.0
Nat.zero_le._simp_1,1,0,12.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.00018881739006938476,0.00013336990030734743,-0.0,8.026112193933458e-05,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,12.0,0.0,0.0,28.0,28.0,0.07692307692307693,2.172326580816448e-08,12.0
Nat.zero_mod,1,0,1.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.00018878651180103287,0.00013336990030734743,-0.0,6.688426828277883e-06,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,26.0,26.0,0.5,2.172326580816448e-08,1.0
Ne,110,0,570.0,0.0,110,111.0,1,0,33.2,182.0,0.6,0.0011271333542079594,0.00013336990030734743,-0.0,0.00023324168956685416,23,0.0,151.74999999999994,0,0,218,1649,1.469760286523692,0.6019834710743801,5,1.0549832053467862,0.4818181818181818,78.0,115.0,0.0,0.0,5.0,9.14102564102564,89.0,455.0,0.0,0.0,5.0,11.876404494382022,0.2543859649122807,0.5028249215576199,3.413173652694611
Ne.eq_1,1,0,1.0,0.0,1,2.0,1,0,25.0,25.0,0.1,0.0001894888386570845,0.00013336990030734743,-0.0,1.227472066061736e-10,1,0.0,1.5,0,0,2,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,12.0,12.0,0.5,2.172326580816448e-08,1.0
Ne.inf_lt_or_inf_lt,0,18,0.0,69.0,18,0.05263157894736842,0,1,139.77777777777777,382.0,0.0,0.00018878370468572813,0.00042273801933073393,3.684599453508295e-07,-0.0,15,0.0,0.0,0,59,0,1649,0.1393861252177601,0.0,1,-0.0,0.0,0.0,0.0,9.0,15.0,-1.0,-1.0,0.0,0.0,17.0,54.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Ne.lt_sup_or_lt_sup,0,18,0.0,69.0,18,0.05263157894736842,0,1,138.22222222222223,382.0,0.0,0.00018878370468572813,0.00041295566640528524,3.611421831587834e-07,-0.0,15,0.0,0.0,0,62,0,1649,0.1393861252177601,0.0,1,-0.0,0.0,0.0,0.0,9.0,15.0,-1.0,-1.0,0.0,0.0,17.0,54.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
Ne.not_ge_or_not_le,2,0,2.0,0.0,2,3.0,1,0,18.0,18.0,0.05,0.00019313559809076811,0.00013336990030734743,-0.0,3.426165148455689e-11,2,0.0,2.0,0,0,2,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,11.0,11.5,0.3333333333333333,2.172326580816448e-08,1.0
Ne.not_le_or_not_ge,2,0,2.0,0.0,2,3.0,1,0,18.0,18.0,0.05,0.00019313559809076811,0.00013336990030734743,-0.0,3.3581369726118235e-11,2,0.0,2.0,0,0,2,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,11.0,11.5,0.3333333333333333,2.172326580816448e-08,1.0
Ne.symm,3,0,3.0,0.0,3,4.0,1,0,32.333333333333336,61.0,0.15,0.00019356110295726847,0.00013336990030734743,-0.0,1.7150288908918793e-07,3,0.0,3.833333333333333,0,0,5,1649,-0.40640840249749405,0.4444444444444444,2,0.6365141682948128,0.3333333333333333,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0,0.0,0.0,11.0,11.333333333333334,0.25,2.172326580816448e-08,1.0
NeZero,3,0,6.0,0.0,3,4.0,1,0,11.666666666666666,13.0,0.1,0.00022577355874238913,0.00013336990030734743,-0.0,6.647604704178579e-09,3,0.0,4.0,0,0,5,22,0.446516457748758,0.0,1,-0.0,0.0,3.0,3.0,0.0,0.0,7.0,7.0,3.0,3.0,0.0,0.0,7.0,7.0,1.0,0.6931471805599453,1.0
NeZero.charZero_one,10,0,12.0,0.0,10,11.0,1,0,78.4,220.0,0.35,0.0001954362879917567,0.00013336990030734743,-0.0,1.0252953645488838e-05,10,0.0,25.449999999999996,0,0,50,922,-0.22973962612228496,0.33999999999999986,3,0.639031859650177,0.2,0.0,0.0,0.0,0.0,-1.0,-1.0,10.0,12.0,0.0,0.0,8.0,13.0,0.07692307692307693,2.172326580816448e-08,1.2
NeZero.one,2,0,4.0,0.0,2,3.0,1,0,178.5,182.0,0.05,0.00018879927447599558,0.00013336990030734743,-0.0,1.810096024500039e-05,2,0.0,2.0,0,0,2,922,-0.508694764776473,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,4.0,0.0,0.0,15.0,15.0,0.2,2.172326580816448e-08,2.0
Neg.neg,186,0,4093.0,0.0,186,187.0,1,0,38.8494623655914,220.0,0.75,0.001847592662634799,0.00013336990030734743,-0.0,0.0014976667574445363,25,0.0,233.18333333333314,0,0,340,719,5.201792695455571,0.33078968666897923,5,0.6553783453175515,0.1935483870967742,100.0,142.0,0.0,0.0,5.0,9.8,178.0,3951.0,0.0,0.0,6.0,13.101123595505618,0.03618421052631579,0.150696088685224,14.723021582733812
NegZeroClass.toNeg,98,0,1285.0,0.0,98,99.0,1,0,40.285714285714285,220.0,0.3,0.0006786376340552479,0.00013336990030734743,-0.0,0.0002580802479864376,25,0.0,113.33333333333333,0,0,130,719,2.665160236283675,0.23760932944606417,3,0.47327813742381236,0.1326530612244898,59.0,76.0,0.0,0.0,9.0,11.745762711864407,94.0,1209.0,0.0,0.0,10.0,15.382978723404255,0.06363636363636363,0.2246055971308412,8.398692810457517
NegZeroClass.toZero,50,0,503.0,0.0,50,51.0,1,0,35.76,123.0,0.6,0.0005312707711456068,0.00013336990030734743,-0.0,4.8751421677200605e-05,24,0.0,104.03333333333325,0,0,196,719,0.9480551869980848,0.3016000000000001,3,0.53418326406184,0.18,37.0,55.0,0.0,0.0,7.0,10.297297297297296,49.0,448.0,0.0,0.0,7.0,13.36734693877551,0.12472160356347439,0.3451414756470568,5.848837209302325
NoZeroDivisors,1,0,2.0,0.0,1,2.0,1,0,12.0,12.0,0.05,0.00019880151336430625,0.00013336990030734743,-0.0,9.642444535782619e-10,1,0.0,1.0,0,0,1,22,-0.7814038010603268,0.0,1,-0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,7.0,7.0,1.0,0.6931471805599453,1.0
NonAssocCommRing.toNonAssocRing,1,0,2.0,0.0,1,2.0,1,0,123.0,123.0,0.05,0.000188880524340731,0.00013336990030734743,-0.0,3.4492129750107874e-07,1,0.0,1.0,0,0,1,719,-0.612949403261543,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,2.0,0.0,0.0,25.0,25.0,0.3333333333333333,2.172326580816448e-08,2.0
NonAssocRing.toAddCommGroupWithOne,1,0,2.0,0.0,1,2.0,1,0,123.0,123.0,0.05,0.000188880524340731,0.00013336990030734743,-0.0,3.4492129750107874e-07,1,0.0,1.0,0,0,1,719,-0.612949403261543,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,2.0,0.0,0.0,24.0,24.0,0.3333333333333333,2.172326580816448e-08,2.0
NonAssocSemiring.toAddCommMonoidWithOne,14,0,2092.0,0.0,14,15.0,1,0,97.14285714285714,220.0,0.1,0.0002462713285613164,0.00013336990030734743,-0.0,0.004621819328586943,13,0.0,16.0,0,0,18,922,0.0027229894228717176,0.13265306122448983,2,0.25731864054383163,0.07142857142857142,4.0,13.0,0.0,0.0,11.0,14.0,14.0,2079.0,0.0,0.0,13.0,18.857142857142858,0.006730769230769231,0.037768436033853214,116.22222222222223
NonUnitalCommRing.toNonUnitalNonAssocCommRing,10,0,140.0,0.0,10,11.0,1,0,99.3,220.0,0.15,0.00020016664439963534,0.00013336990030734743,-0.0,0.00016048956223661297,10,0.0,16.166666666666668,0,0,23,922,-0.22973962612228496,0.33999999999999986,3,0.639031859650177,0.2,0.0,0.0,0.0,0.0,-1.0,-1.0,10.0,140.0,0.0,0.0,13.0,17.3,0.0070921985815602835,2.172326580816448e-08,14.0
NonUnitalNonAssocCommRing.toNonUnitalNonAssocCommSemiring,2,0,17.0,0.0,2,3.0,1,0,58.5,67.0,0.1,0.00019187052355596008,0.00013336990030734743,-0.0,1.7550750592263568e-06,2,0.0,3.0,0,0,4,922,-0.508694764776473,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,17.0,0.0,0.0,13.0,13.0,0.05555555555555555,2.172326580816448e-08,8.5
NonUnitalNonAssocCommRing.toNonUnitalNonAssocRing,8,0,123.0,0.0,8,9.0,1,0,109.5,220.0,0.15,0.0001970798255294034,0.00013336990030734743,-0.0,0.0001587344871773867,8,0.0,13.166666666666668,0,0,19,922,-0.32272467234034763,0.40625,3,0.7356219397587946,0.25,0.0,0.0,0.0,0.0,-1.0,-1.0,8.0,123.0,0.0,0.0,12.0,17.125,0.008064516129032258,2.172326580816448e-08,15.375
NonUnitalNonAssocCommSemiring.toCommMagma,2,0,17.0,0.0,2,3.0,1,0,58.5,67.0,0.1,0.00019187052355596008,0.00013336990030734743,-0.0,1.7550750592263568e-06,2,0.0,3.0,0,0,4,922,-0.508694764776473,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,17.0,0.0,0.0,12.0,12.0,0.05555555555555555,2.172326580816448e-08,8.5
NonUnitalNonAssocRing.toHasDistribNeg,6,0,56.0,0.0,6,7.0,1,0,107.33333333333333,220.0,0.15,0.00019200793127700813,0.00013336990030734743,-0.0,5.944992532702633e-05,6,0.0,10.166666666666666,0,0,15,922,-0.4157097185584103,0.5,3,0.8675632284814612,0.3333333333333333,0.0,0.0,0.0,0.0,-1.0,-1.0,6.0,56.0,0.0,0.0,11.0,15.333333333333334,0.017543859649122806,2.172326580816448e-08,9.333333333333334
NonUnitalNonAssocRing.toNonUnitalNonAssocSemiring,7,0,62.0,0.0,7,8.0,1,0,114.71428571428571,220.0,0.15,0.0001925820277843221,0.00013336990030734743,-0.0,9.46532077596468e-05,7,0.0,11.666666666666668,0,0,17,922,-0.32272467234034763,0.24489795918367352,2,0.410116318288409,0.14285714285714285,0.0,0.0,0.0,0.0,-1.0,-1.0,7.0,62.0,0.0,0.0,14.0,17.285714285714285,0.015873015873015872,2.172326580816448e-08,8.857142857142858
NonUnitalNonAssocSemiring.toDistrib,5,0,59.0,0.0,5,6.0,1,0,114.2,220.0,0.15,0.0001917360177658215,0.00013336990030734743,-0.0,9.231666772628822e-05,5,0.0,8.666666666666666,0,0,13,922,-0.4157097185584103,0.31999999999999984,2,0.5004024235381879,0.2,0.0,0.0,0.0,0.0,-1.0,-1.0,5.0,59.0,0.0,0.0,13.0,15.8,0.016666666666666666,2.172326580816448e-08,11.8
NonUnitalSeminormedCommRing.toNonUnitalSeminormedRing,1,0,5.0,0.0,1,2.0,1,0,92.0,92.0,0.25,0.00018895082848512215,0.00013336990030734743,-0.0,2.9395370296253534e-06,1,0.0,9.5,0,0,24,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,5.0,0.0,0.0,13.0,13.0,0.16666666666666666,2.172326580816448e-08,5.0
NonUnitalSeminormedRing.toSeminormedAddCommGroup,1,0,5.0,0.0,1,2.0,1,0,92.0,92.0,0.25,0.00018895082848512215,0.00013336990030734743,-0.0,2.9395370296253534e-06,1,0.0,9.5,0,0,24,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,5.0,0.0,0.0,12.0,12.0,0.16666666666666666,2.172326580816448e-08,5.0
Nonempty,46,0,712.0,0.0,46,47.0,1,0,11.0,48.0,0.25,0.001538081342795698,0.00013336990030734743,-0.0,1.2869735580211552e-06,9,0.0,49.81666666666667,0,0,57,1649,1.0945265487194549,0.0,1,-0.0,0.0,44.0,45.0,0.0,0.0,3.0,5.0227272727272725,44.0,667.0,0.0,0.0,3.0,6.0227272727272725,0.0688622754491018,0.23568918575834452,8.090909090909092
